Description	Name	Egg_1	Egg_2	Egg_3	2_1	2_2	2_3	4_1	4_2	4_3	6_1	6_2	6_3	8_1	8_2	8_3	24_1	24_2	24_3	Gene_stable_ID	Transcript_stable_ID	Protein_stable_ID	Transcript_name	Gene_Synonym	Gene_type	Gene_description
pep chromosome:GRCz11:19:35418683:35428914:-1 gene:ENSDARG00000005926.6 transcript:ENSDART00000003167.5 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ak2 description:adenylate kinase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-512]	ak2	2770277773.01538	2186245975.32732	2314058774.45741	2241678907.33977	1854233008.02649	1738592189.82716	1729800565.23153	1679944238.41554	1829357899.89557	1605881855.58562	1613657738.40124	1323629794.94661	1609298442.68706	1568358545.98377	1461620401.63584	1417317392.22862	1145504871.48418	1195185656.76146	ENSDARG00000005926	ENSDART00000003167,ENSDART00000169006,ENSDART00000136737	ENSDARP00000010686,ENSDARP00000131617,	ak2-201,ak2-203,ak2-202		protein_coding	adenylate_kinase_2_[Source:ZFIN;Acc:ZDB-GENE-030131-512]
pep chromosome:GRCz11:12:19106571:19119176:-1 gene:ENSDARG00000007294.11 transcript:ENSDART00000149180.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:aco2 description:aconitase 2, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-030131-1390]	NA	2760452122.81564	2855631142.53365	2674318471.55376	2457293265.89938	2451761082.84177	2491680396.26625	2187052087.09574	2288510394.59774	2286707394.925	1690110973.56279	2139020015.42426	2093440839.78803	2002393706.3737	2101513661.80579	2050495732.54778	1690616501.98218	1476946695.32115	1283701172.67995	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:25:29075145:29080125:-1 gene:ENSDARG00000088383.4 transcript:ENSDART00000138087.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cox5aa description:cytochrome c oxidase subunit 5Aa [Source:ZFIN;Acc:ZDB-GENE-050522-133]	LOC100537689; cox5aa	2557339572.94706	2351067260.89842	2303755137.077	2105253732.64212	2082151307.14346	1940941580.60157	1903296795.64167	1890601146.67224	1886168711.88408	1648708326.89348	1705944896.00328	1619602769.85199	1698629724.26728	1618877237.27532	1587501524.08741	1447840523.38861	1323608221.07458	1272661792.51253	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:8:47804284:47811955:1 gene:ENSDARG00000036684.6 transcript:ENSDART00000053285.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ndufa7 description:NADH:ubiquinone oxidoreductase subunit A7 [Source:ZFIN;Acc:ZDB-GENE-040801-169]	ndufa7	2555604197.92413	1965713354.27809	1940988484.13769	1952721958.27797	1711362709.61761	1654223198.45701	1916177269.02894	1662394885.03437	1500857079.73993	1533279218.65126	1662730829.69666	1246061335.67825	1590775017.37462	1402751007.14577	1153427027.93947	1063992128.95566	1200231538.09867	958567246.454955	ENSDARG00000036684	ENSDART00000053285	ENSDARP00000053284	ndufa7-201		protein_coding	NADH:ubiquinone_oxidoreductase_subunit_A7_[Source:ZFIN;Acc:ZDB-GENE-040801-169]
pep chromosome:GRCz11:7:51774502:51793881:1 gene:ENSDARG00000005840.7 transcript:ENSDART00000007767.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:got2b description:glutamic-oxaloacetic transaminase 2b, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-030131-7917]	LOC100329521	2553465527.22848	2405507909.64461	2395691676.30307	2170664287.28248	2085933273.02156	2028511787.52394	1797996738.08474	1817091214.98114	2025794154.52639	1533466085.8586	1576837373.97586	1472687943.81467	1615020817.46126	1667093137.0203	1282441503.11903	1294529184.06295	1114770271.93232	1029345777.93475	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:5:3914403:3927763:-1 gene:ENSDARG00000039887.7 transcript:ENSDART00000058346.7 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:c1qbp description:complement component 1, q subcomponent binding protein [Source:ZFIN;Acc:ZDB-GENE-050417-408]	c1qbp; zgc:110137	2536917010.49394	2627700840.44435	2544668475.39814	2185728793.94422	2312784362.42057	2254824032.51933	1877667729.89863	1921407857.11787	2059720022.10686	1636312963.86913	1780390106.92146	1777556086.23145	1726317156.73331	1736523991.49701	1722911307.87962	1493727729.02624	1536473723.18701	1056522303.66011	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:25:32755485:32787247:1 gene:ENSDARG00000101631.3 transcript:ENSDART00000162188.3 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:etfa description:electron transfer flavoprotein subunit alpha [Source:ZFIN;Acc:ZDB-GENE-030131-4449]	NA	2514561905.54912	1927329923.83934	1836080419.41217	1781714318.01859	1617803994.29425	1906385144.61868	1642927473.22375	1407290411.84288	1665278566.03529	1301976893.87542	1226939485.98797	1361562577.98807	1371491358.57826	1469425868.40142	1301800484.19567	1248699811.81468	903040327.969129	1025169198.25572	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:14:12142828:12168897:1 gene:ENSDARG00000003035.10 transcript:ENSDART00000012438.10 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:hspa9 description:heat shock protein 9 [Source:ZFIN;Acc:ZDB-GENE-030828-12]	NA	2482292332.76728	2161787648.65744	2073168104.16332	2102882532.92678	1940448647.05854	2010136765.28232	1864642652.87687	1754593717.7281	1805196363.35801	1627431970.8038	1524161928.81423	1556782123.04005	1780970199.09073	1547588043.70991	1592182270.8992	1598710620.84562	1292793250.67364	1264236617.29661	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:4:4930406:4932619:-1 gene:ENSDARG00000039346.6 transcript:ENSDART00000103293.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ndufa5 description:NADH:ubiquinone oxidoreductase subunit A5 [Source:ZFIN;Acc:ZDB-GENE-050320-17]	ndufa5	2403613476.69686	2245486493.35538	2129686692.80912	2166338651.05442	1997083485.44595	1938273978.34616	1915338004.74647	1566361018.09687	1816247265.81139	1587620576.45842	1613727431.28008	1396881421.66092	1689931864.55553	1224284305.37843	1138133993.65865	1377929668.47658	728123163.475987	707120464.030635	ENSDARG00000039346	ENSDART00000103293,ENSDART00000137942	ENSDARP00000094070,	ndufa5-201,ndufa5-202		protein_coding	NADH:ubiquinone_oxidoreductase_subunit_A5_[Source:ZFIN;Acc:ZDB-GENE-050320-17]
pep chromosome:GRCz11:16:50215587:50229193:-1 gene:ENSDARG00000009250.10 transcript:ENSDART00000161782.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:etfb description:electron transfer flavoprotein subunit beta [Source:ZFIN;Acc:ZDB-GENE-040426-1931]	NA	2402968927.29168	1748844407.1459	1975108000.3881	1697194957.03561	1805130313.37635	1989961565.68767	1611924113.46581	1708564693.35929	1703739051.54539	1459953009.75119	1376728819.13194	1648538162.2547	1392084912.88814	1446298136.31337	1434467265.96977	1188718003.5873	774238386.626882	1116659499.155	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:21:44005521:44009169:-1 gene:ENSDARG00000021984.6 transcript:ENSDART00000028960.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ndufa2 description:NADH:ubiquinone oxidoreductase subunit A2 [Source:ZFIN;Acc:ZDB-GENE-050522-377]	ndufa2	2343875754.99779	2212428589.83314	1895690291.51846	2394403289.81797	2035518937.39751	2100187010.82503	1625642362.12419	1433443079.53327	2011016202.09717	1731899817.4775	1368511601.2921	1273181357.83034	1731972343.06979	1335422408.26522	1538519493.07615	1446559095.79643	1104486184.88654	879540887.976875	ENSDARG00000021984	ENSDART00000028960	ENSDARP00000031098	ndufa2-201		protein_coding	NADH:ubiquinone_oxidoreductase_subunit_A2_[Source:ZFIN;Acc:ZDB-GENE-050522-377]
pep chromosome:GRCz11:2:5178172:5199431:-1 gene:ENSDARG00000045297.7 transcript:ENSDART00000063384.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:phb2a description:prohibitin 2a [Source:ZFIN;Acc:ZDB-GENE-030131-3141]	phb2; phb2a	2291458441.96781	2001715103.52048	2033164016.91428	1943283686.42146	1884271359.01569	2006838798.87785	1812330971.43541	1730954298.14373	1813166831.33558	1499382528.74989	1601893537.29408	1806189202.65806	1656822276.70147	1667678146.77319	1856306100.8059	1302085360.42415	1309126222.53014	1434403818.30663	NA	NA	NA	NA	NA	NA	NA
ATP synthase subunit gamma, mitochondrial isoform a [Danio rerio]	atp5c1	2287969549.50725	2486641771.08953	2548284165.92255	2001359290.70221	2077909015.70494	2441567989.96663	1863609713.37652	2024144647.1141	2210109536.52316	1554576716.90661	1996734502.11965	1928642276.09652	1657857551.48767	1831842524.27746	1783568709.50384	1437327523.89985	1470002969.38591	1275604225.8588	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:CHR_ALT_CTG22_1_11:24886338:24897341:-1 gene:ENSDARG00000111529.1 transcript:ENSDART00000181205.1 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:vtg2 description:vitellogenin 2 [Source:ZFIN;Acc:ZDB-GENE-001201-2]	NA	2255262157.37313	3323788086.99523	3404629198.42225	4283912518.83422	5029825457.39187	4800634361.13221	6723465332.08077	7850902099.67355	7328899525.51504	10194985698.781	9924291712.83693	10849732295.7738	9395065370.01385	11156090286.4955	11438627139.6364	12915752573.969	14299237120.0023	13645998464.5472	NA	NA	NA	NA	NA	NA	NA
trifunctional enzyme subunit beta, mitochondrial [Danio rerio]	hadhb	2153154284.69161	2296019733.43232	2239595216.67128	2227765505.21385	1908190403.65654	2067348034.16946	1850720791.32856	1730182004.02703	1897638467.88224	1279892078.26698	1681247214.73784	1652482725.88816	1649351011.75521	1705824822.42431	1716245541.6105	1363184577.01291	970674279.32989	1244311655.97424	ENSDARG00000102055	ENSDART00000167986	ENSDARP00000151192	hadhb-201		protein_coding	hydroxyacyl-CoA_dehydrogenase_trifunctional_multienzyme_complex_subunit_beta_[Source:ZFIN;Acc:ZDB-GENE-030131-8550]
pep chromosome:GRCz11:6:52235441:52241529:1 gene:ENSDARG00000038577.4 transcript:ENSDART00000056319.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cox6c description:cytochrome c oxidase subunit 6C [Source:ZFIN;Acc:ZDB-GENE-040724-95]	cox6c	2053433433.31175	2629589376.41073	1876643668.23773	2963128768.87825	2976340370.48029	2905453184.86459	2564169154.78718	2654137463.89652	2374845943.15494	2120701210.41661	2156320347.10003	2339426171.07017	2344641010.14799	1991755210.90208	2135737579.18748	1897803692.75554	1369278273.36215	596274231.354149	ENSDARG00000038577	ENSDART00000056319	ENSDARP00000056318	cox6c-201		protein_coding	cytochrome_c_oxidase_subunit_6C_[Source:ZFIN;Acc:ZDB-GENE-040724-95]
NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13 [Danio rerio]	ndufa13	2049638696.99884	2306268595.11635	2101335622.51914	1939985381.28025	1885567654.98277	1851077583.79762	1807288186.54969	1632843367.04047	1707431387.43116	1428062745.71652	1438706711.83272	1165007714.90755	1344580481.6848	1405547864.0542	1345710770.29757	1170552075.89854	1278093498.47271	853629440.398567	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:3:1182315:1186100:1 gene:ENSDARG00000038028.4 transcript:ENSDART00000055430.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ndufa6 description:NADH:ubiquinone oxidoreductase subunit A6 [Source:ZFIN;Acc:ZDB-GENE-040426-1124]	NA	2014977434.34112	1783545986.41911	1762877268.80272	1789246540.2675	1654286999.43222	1421854644.65506	1596040512.0204	1383517466.85163	1220570409.68796	1232961183.80433	1288906310.75936	956265994.345879	1127729379.10871	1141830492.59658	1061645900.92322	939604455.150194	1015925909.4897	849598821.936091	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:13:41910342:41917050:-1 gene:ENSDARG00000079516.4 transcript:ENSDART00000110549.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cisd1 description:CDGSH iron sulfur domain 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1162]	cisd1	1993398519.80802	1665627545.68727	1583803949.90783	1758670420.01149	1790406058.80132	1790029816.76983	1556319221.48111	1646544683.27748	1669298763.61947	1165182914.89988	1466953740.14482	1288198521.41105	1132944737.81958	1359790887.01289	1222127655.86201	711285912.778106	957030159.938877	725089150.912359	ENSDARG00000079516,ENSDARG00000114546	ENSDART00000110549,ENSDART00000180402	ENSDARP00000099418,ENSDARP00000157416	cisd1-201,cisd1-202		protein_coding	CDGSH_iron_sulfur_domain_1_[Source:ZFIN;Acc:ZDB-GENE-040426-1162]
pep chromosome:GRCz11:3:40296785:40301467:-1 gene:ENSDARG00000037867.6 transcript:ENSDART00000055186.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:atp5mf description:ATP synthase membrane subunit f [Source:ZFIN;Acc:ZDB-GENE-050309-87]	LOC402883; atp5j2; si:ch211-194i10.5	1977825456.19856	1483320608.44235	2240404018.65637	1636990537.66649	797879311.646518	2180861640.06661	819936177.387894	1736730944.36418	1050270068.12356	1278353089.8762	863648309.76984	1694292120.15182	1401824188.59148	1472530682.54475	1631530751.10307	568799771.23848	637789866.725823	485326286.673812	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:11:35744918:35756468:-1 gene:ENSDARG00000070318.4 transcript:ENSDART00000103076.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:arl8bb description:ADP-ribosylation factor-like 8Bb [Source:ZFIN;Acc:ZDB-GENE-080516-10]	arl8bb	1976290201.96525	68874735.8378087	1949423622.20273	2476616187.6648	3060710337.94417	2771620568.51592	2891813935.41392	86961986.7372304	94713870.377508	106410667.274137	4505112477.56444	5064583907.99305	142115857.935638	57020535.0173277	5384435763.34483	122150501.781422	5177896206.78047	5027316478.63983	ENSDARG00000070318	ENSDART00000103076	ENSDARP00000093850	arl8bb-201		protein_coding	ADP-ribosylation_factor-like_8Bb_[Source:ZFIN;Acc:ZDB-GENE-080516-10]
apoptosis-inducing factor 1, mitochondrial isoform X3 [Danio rerio]	aifm1; pdcd8	1942468122.64545	1769739631.26462	1808513161.99781	1543674419.00224	1552836415.59737	1580215980.84172	1414124701.67197	1458978184.57593	1378560085.47863	1103959064.629	1264328421.32547	1322656642.58103	1318403733.6897	1210263645.81506	1287094478.40277	1058889096.98008	960947620.30551	957683873.007891	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:19:44049652:44055008:-1 gene:ENSDARG00000011146.10 transcript:ENSDART00000005191.8 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:uqcrb description:ubiquinol-cytochrome c reductase binding protein [Source:ZFIN;Acc:ZDB-GENE-050522-542]	uqcrb	1928479507.02416	1742529316.3185	1496305715.38145	1743834083.8704	1563252117.09684	1428319221.98618	1493462360.86575	1039451410.38052	1305567620.64387	1238297741.38385	892494050.969998	925170927.245007	1334996855.30798	969935675.494935	922723184.323239	1260994688.54551	740421376.890381	725832152.353758	ENSDARG00000011146	ENSDART00000005191,ENSDART00000151084,ENSDART00000150991	ENSDARP00000011797,ENSDARP00000125684,ENSDARP00000126028	uqcrb-201,uqcrb-203,uqcrb-202		protein_coding	ubiquinol-cytochrome_c_reductase_binding_protein_[Source:ZFIN;Acc:ZDB-GENE-050522-542]
pep chromosome:GRCz11:15:11427620:11443214:1 gene:ENSDARG00000102115.2 transcript:ENSDART00000168688.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ndufc2 description:NADH:ubiquinone oxidoreductase subunit C2 [Source:ZFIN;Acc:ZDB-GENE-050320-87]	NA	1890307271.62813	1605067399.33396	1517996138.8307	1580279044.37586	1336996021.68508	1229120130.89447	1605089461.44027	1157125707.42022	1251209753.65157	1177327502.08301	1286965626.20678	837867688.966794	1227100294.63427	919443062.516909	849482373.137012	913467660.818924	856699579.092791	667478401.114072	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:21:26733529:26966059:1 gene:ENSDARG00000098766.3 transcript:ENSDART00000168379.2 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:pcxa description:pyruvate carboxylase a [Source:ZFIN;Acc:ZDB-GENE-090908-3]	pcl; pcxa	1886005703.84489	1785187401.66728	2025720068.68769	1736604933.76329	1580742373.92771	1566435248.80511	1626670840.11754	1528581811.5431	1592244069.59816	1326081192.78548	1272023033.67433	1308561626.80083	1349109615.43623	1257583109.75379	1245389869.9573	1082085054.13914	1101262433.26204	913715604.262812	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:6:50381347:50390089:1 gene:ENSDARG00000038075.7 transcript:ENSDART00000055504.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:cyc1 description:cytochrome c-1 [Source:ZFIN;Acc:ZDB-GENE-031105-2]	cyc1	1861042798.4329	1634907234.85282	1641513871.30403	1366356841.76236	1450637526.95108	1558840027.96567	1229608195.63109	1242668789.20847	1310298668.74323	996135900.82326	962483851.357001	811415830.920146	1058444047.88779	982757549.43668	936294627.46906	943532372.840028	656861345.002257	784816100.677876	ENSDARG00000038075	ENSDART00000145555,ENSDART00000055504,ENSDART00000151401,ENSDART00000137519,ENSDART00000141128	,ENSDARP00000055503,ENSDARP00000116291	cyc1-204,cyc1-201,cyc1-205,cyc1-202,cyc1-203		protein_coding	cytochrome_c-1_[Source:ZFIN;Acc:ZDB-GENE-031105-2]
pep chromosome:GRCz11:7:38588866:38594602:1 gene:ENSDARG00000015385.6 transcript:ENSDART00000015682.6 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ndufs3 description:NADH:ubiquinone oxidoreductase core subunit S3 [Source:ZFIN;Acc:ZDB-GENE-050417-274]	NA	1817252696.07319	1733740469.61784	1619717969.22803	1682677795.11179	1442073577.37902	1572348735.09152	1514320505.36346	1309866476.6087	1418901688.06194	1231889057.39232	1142902815.54737	1170855888.12578	1230394792.156	1208699240.144	1201334731.69168	974121904.503384	866629731.135563	794107312.230665	NA	NA	NA	NA	NA	NA	NA
pep chromosome:GRCz11:10:9410304:9419994:1 gene:ENSDARG00000058041.5 transcript:ENSDART00000080843.5 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ndufa8 description:NADH:ubiquinone oxidoreductase subunit A8 [Source:ZFIN;Acc:ZDB-GENE-040426-1688]	ndufa8	1736057741.37623	1857459453.36691	1780379683.14876	1768759748.41781	1628370903.60286	1601081579.31188	1762167471.7849	1414663656.50482	1408981949.40231	1219840785.25618	1423514008.12139	1271072621.85607	1407588349.849	1409237557.67259	1259702945.48486	1243553676.63479	1179447778.97871	1070893867.25274	ENSDARG00000058041,ENSDARG00000111900	ENSDART00000080843,ENSDART00000188310	ENSDARP00000075289,ENSDARP00000149866	ndufa8-201,ndufa8-202		protein_coding	NADH:ubiquinone_oxidoreductase_subunit_A8_[Source:ZFIN;Acc:ZDB-GENE-040426-1688]
pep chromosome:GRCz11:4:4752622:4756349:-1 gene:ENSDARG00000039350.4 transcript:ENSDART00000057507.4 gene_biotype:protein_coding transcript_biotype:protein_coding gene_symbol:ssbp1 description:single-stranded DNA binding protein 1 [Source:ZFIN;Acc:ZDB-GENE-050417-340]	ssbp1	1709073190.11763	1132398601.69492	1331834771.82562	1363039185.94801	1264706055.13275	1077742561.81113	1167170688.90004	728035905.045167	923146109.318428	889338695.572822	630931396.00284	758242866.740357	844577198.269612	834136866.077181	1002307163.56749	637785173.6908	794778547.440495	664282357.474413	ENSDARG00000039350	ENSDART00000057507,ENSDART00000193929	ENSDARP00000057506,ENSDARP00000157021	ssbp1-201,ssbp1-202		protein_coding	single-stranded_DNA_binding_protein_1_[Source:ZFIN;Acc:ZDB-GENE-050417-340]
